Frequency (Hz)	Level (dB)
5.383301	-82.207390
10.766602	-81.270607
16.149902	-72.704834
21.533203	-56.111862
26.916504	-50.767513
32.299805	-50.926506
37.683105	-52.328819
43.066406	-51.587006
48.449707	-41.530277
53.833008	-40.835018
59.216309	-45.476692
64.599609	-43.984142
69.982910	-43.459957
75.366211	-44.473797
80.749512	-45.574181
86.132812	-45.751865
91.516113	-45.763641
96.899414	-46.074680
102.282715	-45.631569
107.666016	-45.046833
113.049316	-45.206127
118.432617	-46.217976
123.815918	-47.863289
129.199219	-48.574749
134.582520	-48.247047
139.965820	-48.132305
145.349121	-47.016495
150.732422	-48.650284
156.115723	-48.933956
161.499023	-48.351040
166.882324	-49.112774
172.265625	-50.506950
177.648926	-51.941952
183.032227	-52.535412
188.415527	-53.166145
193.798828	-55.152073
199.182129	-56.041409
204.565430	-56.485073
209.948730	-56.758282
215.332031	-56.722836
220.715332	-55.752625
226.098633	-54.269257
231.481934	-53.518562
236.865234	-53.431694
242.248535	-53.836617
247.631836	-54.937172
253.015137	-55.543427
258.398438	-55.880558
263.781738	-56.592903
269.165039	-56.842052
274.548340	-57.613625
279.931641	-59.471786
285.314941	-60.107822
290.698242	-59.350155
296.081543	-58.624184
301.464844	-58.009117
306.848145	-57.713017
312.231445	-56.899288
317.614746	-56.565357
322.998047	-55.849709
328.381348	-55.589890
333.764648	-54.932018
339.147949	-54.067841
344.531250	-54.658360
349.914551	-55.077389
355.297852	-55.536243
360.681152	-56.243446
366.064453	-55.753796
371.447754	-55.626049
376.831055	-55.702656
382.214355	-56.200825
387.597656	-56.239563
392.980957	-56.347294
398.364258	-56.173557
403.747559	-56.793663
409.130859	-57.360909
414.514160	-57.062672
419.897461	-56.336750
425.280762	-56.435715
430.664062	-56.234577
436.047363	-56.489079
441.430664	-56.966331
446.813965	-57.421055
452.197266	-57.971439
457.580566	-58.056004
462.963867	-58.287285
468.347168	-59.004467
473.730469	-59.794945
479.113770	-59.347401
484.497070	-58.545414
489.880371	-58.542496
495.263672	-59.369064
500.646973	-58.980560
506.030273	-58.465599
511.413574	-57.953541
516.796875	-57.636612
522.180176	-57.887356
527.563477	-57.664566
532.946777	-56.586300
538.330078	-55.732334
543.713379	-54.784939
549.096680	-54.594406
554.479980	-54.052765
559.863281	-54.045712
565.246582	-54.302979
570.629883	-54.215004
576.013184	-54.171295
581.396484	-54.841412
586.779785	-55.039524
592.163086	-55.410191
597.546387	-55.294418
602.929688	-54.790630
608.312988	-54.406654
613.696289	-54.404266
619.079590	-55.077053
624.462891	-55.843632
629.846191	-56.423805
635.229492	-56.233829
640.612793	-56.760162
645.996094	-56.987282
651.379395	-57.186916
656.762695	-57.327766
662.145996	-57.904816
667.529297	-58.540966
672.912598	-59.666245
678.295898	-61.397209
683.679199	-62.384796
689.062500	-63.687927
694.445801	-64.300613
699.829102	-64.417732
705.212402	-64.119980
710.595703	-63.680893
715.979004	-63.017624
721.362305	-62.314972
726.745605	-61.550137
732.128906	-61.000851
737.512207	-60.186878
742.895508	-59.658504
748.278809	-59.217598
753.662109	-58.917805
759.045410	-58.226341
764.428711	-58.046024
769.812012	-57.338078
775.195312	-56.431450
780.578613	-56.118610
785.961914	-56.552982
791.345215	-57.310207
796.728516	-58.463749
802.111816	-59.542953
807.495117	-60.520790
812.878418	-60.811283
818.261719	-60.585518
823.645020	-60.295414
829.028320	-59.697903
834.411621	-59.466030
839.794922	-60.020340
845.178223	-59.815117
850.561523	-60.345318
855.944824	-61.058006
861.328125	-61.751495
866.711426	-61.877136
872.094727	-61.571884
877.478027	-62.087391
882.861328	-62.010830
888.244629	-62.677532
893.627930	-63.265636
899.011230	-63.409996
904.394531	-63.022686
909.777832	-63.060471
915.161133	-62.890606
920.544434	-62.962543
925.927734	-62.931480
931.311035	-63.183800
936.694336	-63.230499
942.077637	-63.202824
947.460938	-62.816803
952.844238	-62.910297
958.227539	-63.198162
963.610840	-63.830326
968.994141	-64.257843
974.377441	-64.485649
979.760742	-64.582626
985.144043	-64.554405
990.527344	-64.999207
995.910645	-65.357880
1001.293945	-65.427605
1006.677246	-65.379494
1012.060547	-65.553711
1017.443848	-66.107880
1022.827148	-66.308502
1028.210449	-65.936386
1033.593750	-65.620422
1038.977051	-65.551170
1044.360352	-65.127167
1049.743652	-65.395592
1055.126953	-65.475754
1060.510254	-65.734306
1065.893555	-66.402306
1071.276855	-66.054581
1076.660156	-66.121620
1082.043457	-66.705833
1087.426758	-66.804840
1092.810059	-66.821442
1098.193359	-66.646599
1103.576660	-66.842537
1108.959961	-66.466019
1114.343262	-66.395760
1119.726562	-65.970055
1125.109863	-66.257011
1130.493164	-66.125992
1135.876465	-65.985710
1141.259766	-66.197456
1146.643066	-66.217148
1152.026367	-65.804054
1157.409668	-65.168602
1162.792969	-64.768608
1168.176270	-64.569756
1173.559570	-63.697201
1178.942871	-63.406811
1184.326172	-63.416862
1189.709473	-63.281830
1195.092773	-63.153618
1200.476074	-63.587971
1205.859375	-63.785660
1211.242676	-63.817677
1216.625977	-64.399353
1222.009277	-65.770622
1227.392578	-66.106583
1232.775879	-66.803276
1238.159180	-66.958214
1243.542480	-67.628273
1248.925781	-67.516747
1254.309082	-67.441551
1259.692383	-67.585922
1265.075684	-67.392097
1270.458984	-67.060822
1275.842285	-67.605103
1281.225586	-67.869675
1286.608887	-67.860146
1291.992188	-68.280838
1297.375488	-68.540039
1302.758789	-69.248833
1308.142090	-69.393433
1313.525391	-69.278587
1318.908691	-69.722824
1324.291992	-69.743362
1329.675293	-69.888649
1335.058594	-70.079376
1340.441895	-69.730164
1345.825195	-69.413742
1351.208496	-69.441948
1356.591797	-69.515594
1361.975098	-69.596664
1367.358398	-68.926781
1372.741699	-68.904320
1378.125000	-68.472206
1383.508301	-67.810440
1388.891602	-67.824074
1394.274902	-67.556885
1399.658203	-67.261551
1405.041504	-67.854492
1410.424805	-68.036903
1415.808105	-68.036827
1421.191406	-68.019508
1426.574707	-68.866768
1431.958008	-69.072266
1437.341309	-68.523994
1442.724609	-67.963318
1448.107910	-67.803001
1453.491211	-67.877136
1458.874512	-67.358292
1464.257812	-67.092758
1469.641113	-67.298210
1475.024414	-67.162720
1480.407715	-66.978676
1485.791016	-67.049835
1491.174316	-66.842232
1496.557617	-67.016449
1501.940918	-68.180313
1507.324219	-69.354698
1512.707520	-69.683395
1518.090820	-69.836540
1523.474121	-68.870010
1528.857422	-68.458710
1534.240723	-67.792686
1539.624023	-67.600739
1545.007324	-67.712563
1550.390625	-67.945801
1555.773926	-67.961723
1561.157227	-68.107849
1566.540527	-68.082527
1571.923828	-68.142586
1577.307129	-67.973740
1582.690430	-68.039246
1588.073730	-68.247711
1593.457031	-68.438759
1598.840332	-68.801964
1604.223633	-68.701378
1609.606934	-68.086166
1614.990234	-68.161888
1620.373535	-68.548523
1625.756836	-69.140717
1631.140137	-68.722694
1636.523438	-68.464577
1641.906738	-68.814156
1647.290039	-68.547585
1652.673340	-68.262550
1658.056641	-68.101524
1663.439941	-67.373741
1668.823242	-67.222450
1674.206543	-67.470940
1679.589844	-67.417702
1684.973145	-67.684822
1690.356445	-68.344231
1695.739746	-69.569916
1701.123047	-69.993896
1706.506348	-70.667351
1711.889648	-70.851181
1717.272949	-71.537888
1722.656250	-71.694817
1728.039551	-71.079018
1733.422852	-71.044640
1738.806152	-71.072968
1744.189453	-71.687050
1749.572754	-72.114372
1754.956055	-71.813751
1760.339355	-71.116714
1765.722656	-70.736168
1771.105957	-70.214577
1776.489258	-69.801369
1781.872559	-69.266747
1787.255859	-68.846977
1792.639160	-69.576195
1798.022461	-69.637703
1803.405762	-70.431450
1808.789062	-70.942635
1814.172363	-70.245461
1819.555664	-69.924385
1824.938965	-70.003082
1830.322266	-69.999588
1835.705566	-69.313103
1841.088867	-68.410416
1846.472168	-68.596161
1851.855469	-68.881668
1857.238770	-67.939819
1862.622070	-67.153404
1868.005371	-67.155540
1873.388672	-66.980164
1878.771973	-66.956612
1884.155273	-66.690498
1889.538574	-67.182777
1894.921875	-66.288994
1900.305176	-66.078133
1905.688477	-66.267708
1911.071777	-65.725349
1916.455078	-65.887917
1921.838379	-65.587181
1927.221680	-65.564735
1932.604980	-65.516731
1937.988281	-65.745773
1943.371582	-66.027588
1948.754883	-66.395424
1954.138184	-66.127556
1959.521484	-65.852226
1964.904785	-65.656441
1970.288086	-66.373566
1975.671387	-66.519409
1981.054688	-66.619942
1986.437988	-66.581314
1991.821289	-66.286453
1997.204590	-65.792206
2002.587891	-65.816948
2007.971191	-66.178413
2013.354492	-66.324600
2018.737793	-67.036804
2024.121094	-67.435318
2029.504395	-67.275810
2034.887695	-66.488159
2040.270996	-66.259071
2045.654297	-65.896759
2051.037598	-65.301041
2056.420898	-65.022911
2061.804199	-64.828995
2067.187500	-64.760513
2072.570801	-64.560745
2077.954102	-65.207382
2083.337402	-66.359856
2088.720703	-67.125511
2094.104004	-67.203972
2099.487305	-66.891937
2104.870605	-66.735718
2110.253906	-65.855278
2115.637207	-64.892403
2121.020508	-64.061028
2126.403809	-63.059864
2131.787109	-63.023544
2137.170410	-62.857971
2142.553711	-63.311390
2147.937012	-63.486588
2153.320312	-63.451126
2158.703613	-63.894421
2164.086914	-63.908520
2169.470215	-64.059402
2174.853516	-64.068756
2180.236816	-64.015114
2185.620117	-63.590878
2191.003418	-62.907669
2196.386719	-62.779701
2201.770020	-63.108234
2207.153320	-63.354332
2212.536621	-62.762951
2217.919922	-62.320786
2223.303223	-62.340683
2228.686523	-62.338253
2234.069824	-62.131252
2239.453125	-62.197983
2244.836426	-62.707382
2250.219727	-63.783554
2255.603027	-65.128960
2260.986328	-65.953331
2266.369629	-66.313751
2271.752930	-66.918159
2277.136230	-67.279488
2282.519531	-67.326454
2287.902832	-67.306480
2293.286133	-66.927521
2298.669434	-67.148102
2304.052734	-67.620224
2309.436035	-67.881729
2314.819336	-67.964584
2320.202637	-68.199265
2325.585938	-68.604683
2330.969238	-68.809265
2336.352539	-68.539711
2341.735840	-68.554131
2347.119141	-68.651382
2352.502441	-68.603043
2357.885742	-68.766029
2363.269043	-69.107063
2368.652344	-69.194199
2374.035645	-69.395065
2379.418945	-70.027718
2384.802246	-70.464653
2390.185547	-71.365883
2395.568848	-71.363258
2400.952148	-71.112480
2406.335449	-71.612129
2411.718750	-71.397217
2417.102051	-70.857910
2422.485352	-70.602646
2427.868652	-70.598808
2433.251953	-70.538689
2438.635254	-70.406502
2444.018555	-70.724480
2449.401855	-70.635124
2454.785156	-71.262367
2460.168457	-71.791458
2465.551758	-72.413063
2470.935059	-72.764099
2476.318359	-72.692184
2481.701660	-73.021049
2487.084961	-72.753021
2492.468262	-72.452965
2497.851562	-72.324570
2503.234863	-72.311043
2508.618164	-72.144081
2514.001465	-72.377884
2519.384766	-73.585266
2524.768066	-73.590729
2530.151367	-72.806183
2535.534668	-72.539131
2540.917969	-72.141548
2546.301270	-71.509712
2551.684570	-71.699921
2557.067871	-71.258842
2562.451172	-71.109795
2567.834473	-70.414772
2573.217773	-71.062096
2578.601074	-71.885788
2583.984375	-72.291946
2589.367676	-73.028053
2594.750977	-74.634079
2600.134277	-75.114883
2605.517578	-76.320114
2610.900879	-76.498947
2616.284180	-76.479424
2621.667480	-76.351433
2627.050781	-75.662361
2632.434082	-75.691330
2637.817383	-75.097252
2643.200684	-75.087654
2648.583984	-74.249298
2653.967285	-73.976326
2659.350586	-73.303085
2664.733887	-72.613335
2670.117188	-71.856659
2675.500488	-71.662285
2680.883789	-71.405777
2686.267090	-71.261703
2691.650391	-71.166634
2697.033691	-71.489250
2702.416992	-71.599396
2707.800293	-72.067337
2713.183594	-72.407318
2718.566895	-73.315186
2723.950195	-73.698181
2729.333496	-73.800491
2734.716797	-74.452850
2740.100098	-74.396828
2745.483398	-74.874352
2750.866699	-75.989029
2756.250000	-76.119919
2761.633301	-75.802292
2767.016602	-75.176064
2772.399902	-74.793770
2777.783203	-74.069519
2783.166504	-74.175476
2788.549805	-74.791191
2793.933105	-75.057251
2799.316406	-75.232010
2804.699707	-75.641754
2810.083008	-75.537910
2815.466309	-75.454895
2820.849609	-75.377251
2826.232910	-75.420670
