Frequency (Hz)	Level (dB)
5.383301	-81.287376
10.766602	-80.562141
16.149902	-68.366997
21.533203	-57.471695
26.916504	-57.986595
32.299805	-54.170769
37.683105	-50.594219
43.066406	-49.731384
48.449707	-47.399437
53.833008	-46.488876
59.216309	-45.640606
64.599609	-42.767056
69.982910	-41.825325
75.366211	-43.693325
80.749512	-43.266571
86.132812	-42.410309
91.516113	-41.654999
96.899414	-40.125160
102.282715	-39.422531
107.666016	-40.142776
113.049316	-41.277710
118.432617	-46.312256
123.815918	-44.300617
129.199219	-45.641815
134.582520	-47.973774
139.965820	-50.143475
145.349121	-51.427303
150.732422	-52.077255
156.115723	-52.669727
161.499023	-51.045502
166.882324	-50.545395
172.265625	-50.309044
177.648926	-50.452190
183.032227	-50.968784
188.415527	-50.309864
193.798828	-51.100231
199.182129	-52.361481
204.565430	-53.387390
209.948730	-54.195599
215.332031	-54.376251
220.715332	-54.945084
226.098633	-53.531898
231.481934	-53.752411
236.865234	-55.662861
242.248535	-56.206642
247.631836	-56.959110
253.015137	-57.540703
258.398438	-57.799496
263.781738	-58.597404
269.165039	-59.159592
274.548340	-60.302036
279.931641	-61.093235
285.314941	-61.607327
290.698242	-61.102764
296.081543	-60.744576
301.464844	-60.495281
306.848145	-60.624397
312.231445	-59.231354
317.614746	-57.410004
322.998047	-56.159977
328.381348	-54.595390
333.764648	-55.181671
339.147949	-56.476048
344.531250	-57.644478
349.914551	-59.210587
355.297852	-60.523285
360.681152	-60.985378
366.064453	-61.678104
371.447754	-61.225792
376.831055	-61.831863
382.214355	-61.314232
387.597656	-60.500252
392.980957	-60.113071
398.364258	-59.501522
403.747559	-59.812576
409.130859	-58.716522
414.514160	-59.334869
419.897461	-60.887581
425.280762	-61.068382
430.664062	-62.032185
436.047363	-62.895321
441.430664	-64.188568
446.813965	-63.884254
452.197266	-61.815289
457.580566	-63.670666
462.963867	-66.562241
468.347168	-67.180824
473.730469	-67.160339
479.113770	-67.287575
484.497070	-66.507835
489.880371	-60.739124
495.263672	-57.056717
500.646973	-59.599098
506.030273	-61.478748
511.413574	-61.042316
516.796875	-60.147751
522.180176	-59.624493
527.563477	-59.766289
532.946777	-59.515003
538.330078	-60.623711
543.713379	-62.254627
549.096680	-63.247185
554.479980	-64.310776
559.863281	-65.572411
565.246582	-65.857422
570.629883	-65.806679
576.013184	-66.174049
581.396484	-65.536758
586.779785	-65.127823
592.163086	-63.780231
597.546387	-63.035965
602.929688	-62.726208
608.312988	-62.377491
613.696289	-62.656891
619.079590	-62.524769
624.462891	-62.782330
629.846191	-63.223579
635.229492	-64.302353
640.612793	-64.508392
645.996094	-65.125534
651.379395	-65.438057
656.762695	-65.685005
662.145996	-65.106812
667.529297	-64.817856
672.912598	-64.774254
678.295898	-65.300636
683.679199	-65.417961
689.062500	-66.169044
694.445801	-67.477768
699.829102	-68.719795
705.212402	-68.838715
710.595703	-69.151466
715.979004	-69.235519
721.362305	-68.925217
726.745605	-68.547043
732.128906	-68.174164
737.512207	-68.002831
742.895508	-67.901360
748.278809	-67.598763
753.662109	-68.207466
759.045410	-68.458382
764.428711	-68.113251
769.812012	-68.808037
775.195312	-68.251762
780.578613	-68.383057
785.961914	-68.778809
791.345215	-69.123695
796.728516	-69.894676
802.111816	-69.892426
807.495117	-69.292854
812.878418	-68.853851
818.261719	-68.452324
823.645020	-68.476082
829.028320	-67.507767
834.411621	-67.491135
839.794922	-67.336670
845.178223	-66.953751
850.561523	-66.502647
855.944824	-65.722862
861.328125	-65.071342
866.711426	-64.885773
872.094727	-64.646950
877.478027	-64.786743
882.861328	-64.879562
888.244629	-64.947128
893.627930	-65.336319
899.011230	-65.220840
904.394531	-65.416939
909.777832	-66.141388
915.161133	-66.283424
920.544434	-65.727974
925.927734	-64.811668
931.311035	-65.193253
936.694336	-65.039307
942.077637	-65.854279
947.460938	-67.881783
952.844238	-69.347878
958.227539	-70.764786
963.610840	-71.927666
968.994141	-72.210129
974.377441	-72.049591
979.760742	-71.430809
985.144043	-67.274986
990.527344	-67.236320
995.910645	-69.058006
1001.293945	-70.976624
1006.677246	-71.323380
1012.060547	-71.081482
1017.443848	-71.426353
1022.827148	-70.714027
1028.210449	-69.444550
1033.593750	-68.606262
1038.977051	-68.540176
1044.360352	-68.485512
1049.743652	-68.793968
1055.126953	-68.694466
1060.510254	-68.018456
1065.893555	-68.467117
1071.276855	-68.838188
