Frequency (Hz)	Level (dB)
5.383301	-82.481178
10.766602	-81.594521
16.149902	-68.396271
21.533203	-57.584343
26.916504	-57.621231
32.299805	-53.721611
37.683105	-51.296345
43.066406	-50.744427
48.449707	-47.833111
53.833008	-45.731178
59.216309	-46.714272
64.599609	-46.657814
69.982910	-46.126404
75.366211	-44.799961
80.749512	-43.512264
86.132812	-45.050514
91.516113	-46.141655
96.899414	-44.716866
102.282715	-41.030159
107.666016	-40.892120
113.049316	-42.380341
118.432617	-47.782837
123.815918	-50.656048
129.199219	-49.982529
134.582520	-49.851303
139.965820	-51.529755
145.349121	-52.129795
150.732422	-52.397976
156.115723	-53.737633
161.499023	-53.768684
166.882324	-53.823162
172.265625	-53.916592
177.648926	-53.780930
183.032227	-53.949348
188.415527	-53.525242
193.798828	-53.314632
199.182129	-54.029133
204.565430	-56.037006
209.948730	-56.715210
215.332031	-56.613438
220.715332	-57.029556
226.098633	-56.640705
231.481934	-57.680790
236.865234	-59.762768
242.248535	-60.679310
247.631836	-62.403046
253.015137	-62.656231
258.398438	-62.882236
263.781738	-63.955723
269.165039	-64.266769
274.548340	-65.110168
279.931641	-65.094872
285.314941	-65.749672
290.698242	-65.967613
296.081543	-65.688744
301.464844	-65.271721
306.848145	-64.111893
312.231445	-63.217239
317.614746	-61.763668
322.998047	-60.686180
328.381348	-59.816795
333.764648	-59.852821
339.147949	-59.847778
344.531250	-60.629753
349.914551	-61.932919
355.297852	-62.788498
360.681152	-63.655766
366.064453	-64.428238
371.447754	-63.817059
376.831055	-64.999535
382.214355	-65.044731
387.597656	-65.058739
392.980957	-63.791203
398.364258	-60.602615
403.747559	-53.772717
409.130859	-54.227055
414.514160	-60.732826
419.897461	-61.969543
425.280762	-61.472965
430.664062	-63.106655
436.047363	-63.078091
441.430664	-63.495983
446.813965	-66.485611
452.197266	-68.004135
457.580566	-67.964455
462.963867	-69.068977
468.347168	-69.518860
473.730469	-68.854622
479.113770	-69.191605
484.497070	-69.235695
489.880371	-67.617676
495.263672	-66.579811
500.646973	-66.172600
506.030273	-64.254494
511.413574	-63.645382
516.796875	-62.531631
522.180176	-61.563904
527.563477	-62.532509
532.946777	-63.341579
538.330078	-63.823883
543.713379	-64.314064
549.096680	-64.986504
554.479980	-66.413094
559.863281	-67.973373
565.246582	-68.240234
570.629883	-68.059341
576.013184	-68.321404
581.396484	-67.832932
586.779785	-66.155197
592.163086	-65.403740
597.546387	-64.919968
602.929688	-64.825180
608.312988	-64.554077
613.696289	-64.174255
619.079590	-64.046730
624.462891	-64.646675
629.846191	-65.410622
635.229492	-65.561615
640.612793	-66.402458
645.996094	-67.510361
651.379395	-67.666840
656.762695	-67.314339
662.145996	-66.927635
667.529297	-66.501442
672.912598	-66.821007
678.295898	-66.889992
683.679199	-66.962776
689.062500	-67.789375
694.445801	-68.888542
699.829102	-69.393761
705.212402	-69.860291
