Frequency (Hz)	Level (dB)
5.383301	-84.504402
10.766602	-83.320107
16.149902	-68.515366
21.533203	-57.667145
26.916504	-58.503716
32.299805	-54.675434
37.683105	-51.824200
43.066406	-49.743088
48.449707	-48.072208
53.833008	-47.103561
59.216309	-48.192440
64.599609	-46.781536
69.982910	-45.956264
75.366211	-48.421730
80.749512	-47.693810
86.132812	-45.830616
91.516113	-46.207180
96.899414	-45.858368
102.282715	-42.323288
107.666016	-42.073544
113.049316	-43.306198
118.432617	-48.991440
123.815918	-50.622326
129.199219	-48.801476
134.582520	-48.684364
139.965820	-51.870125
145.349121	-53.576672
150.732422	-54.992790
156.115723	-56.708736
161.499023	-56.409424
166.882324	-55.374142
172.265625	-54.778927
177.648926	-54.533798
183.032227	-54.689762
188.415527	-53.440414
193.798828	-54.097313
199.182129	-55.305557
204.565430	-55.882195
209.948730	-56.895210
215.332031	-57.663525
220.715332	-57.914654
226.098633	-56.567783
231.481934	-58.357544
236.865234	-61.942970
242.248535	-62.914783
247.631836	-64.232765
253.015137	-65.847885
258.398438	-66.155670
263.781738	-66.582703
269.165039	-66.701752
274.548340	-67.096237
279.931641	-66.801315
285.314941	-66.749840
290.698242	-66.447792
296.081543	-65.802223
301.464844	-65.230125
306.848145	-64.849762
312.231445	-64.640793
317.614746	-63.419849
322.998047	-62.606667
328.381348	-61.408035
333.764648	-60.134201
339.147949	-58.439060
344.531250	-60.376152
349.914551	-62.828537
355.297852	-64.211372
360.681152	-64.640068
366.064453	-64.939529
371.447754	-65.608109
376.831055	-65.387001
382.214355	-65.329491
387.597656	-64.276718
392.980957	-63.469505
398.364258	-62.577797
403.747559	-62.098564
409.130859	-61.282536
414.514160	-61.355095
419.897461	-61.950691
425.280762	-62.724724
430.664062	-63.819252
436.047363	-64.873474
441.430664	-66.529915
446.813965	-67.650269
452.197266	-68.392014
457.580566	-68.843178
462.963867	-69.322472
468.347168	-69.610779
473.730469	-69.192772
479.113770	-69.273575
484.497070	-68.439835
489.880371	-67.780884
495.263672	-67.519218
500.646973	-66.462875
506.030273	-65.580139
511.413574	-64.849190
516.796875	-63.343235
522.180176	-62.002205
527.563477	-62.484295
532.946777	-63.812897
538.330078	-64.176033
543.713379	-64.753281
549.096680	-66.454346
554.479980	-67.522118
559.863281	-69.209129
565.246582	-69.884392
570.629883	-69.235153
576.013184	-69.306534
581.396484	-68.670959
586.779785	-67.112328
592.163086	-66.573288
597.546387	-65.187561
602.929688	-65.142395
608.312988	-65.073799
613.696289	-64.704323
619.079590	-64.597336
624.462891	-65.328354
629.846191	-65.956947
635.229492	-66.153893
640.612793	-66.632019
645.996094	-66.920891
651.379395	-66.587173
656.762695	-66.480484
662.145996	-66.499329
667.529297	-66.849716
672.912598	-66.395180
678.295898	-66.308762
683.679199	-67.041359
689.062500	-67.730911
694.445801	-68.920189
699.829102	-70.027573
705.212402	-69.686646
710.595703	-69.866341
715.979004	-70.318596
721.362305	-70.778267
726.745605	-70.353012
732.128906	-70.556801
737.512207	-70.405563
742.895508	-70.551491
748.278809	-70.860977
753.662109	-71.256866
759.045410	-72.090149
764.428711	-72.594696
769.812012	-72.592522
775.195312	-72.441971
780.578613	-71.896500
785.961914	-71.595680
791.345215	-71.262543
796.728516	-70.953354
802.111816	-70.587021
807.495117	-69.855995
812.878418	-69.441101
818.261719	-69.521004
823.645020	-69.244972
829.028320	-69.892845
834.411621	-70.472649
839.794922	-70.724121
845.178223	-71.343323
850.561523	-72.380104
855.944824	-73.674706
861.328125	-73.385635
866.711426	-72.078857
872.094727	-71.303841
877.478027	-70.365082
882.861328	-69.606598
888.244629	-69.339691
893.627930	-68.995232
899.011230	-68.724968
904.394531	-68.798256
909.777832	-69.595390
915.161133	-69.102875
920.544434	-68.342270
925.927734	-68.039406
931.311035	-67.923378
936.694336	-67.723137
942.077637	-68.430283
947.460938	-69.427643
952.844238	-70.539795
958.227539	-72.372665
963.610840	-73.311050
968.994141	-74.086426
974.377441	-74.182312
979.760742	-74.191391
985.144043	-74.231743
990.527344	-74.552406
995.910645	-74.126442
1001.293945	-73.683029
1006.677246	-75.082664
1012.060547	-74.212082
1017.443848	-73.060738
1022.827148	-73.353722
1028.210449	-72.510353
1033.593750	-72.401642
1038.977051	-72.443230
1044.360352	-73.355789
1049.743652	-74.608360
1055.126953	-75.744537
1060.510254	-76.586388
1065.893555	-76.435638
1071.276855	-76.068680
1076.660156	-75.393745
1082.043457	-75.288055
1087.426758	-75.103355
1092.810059	-75.144981
1098.193359	-74.631905
1103.576660	-73.321022
1108.959961	-73.094749
1114.343262	-73.622421
1119.726562	-73.720245
1125.109863	-74.370903
1130.493164	-74.848244
1135.876465	-75.780884
1141.259766	-76.544777
1146.643066	-76.688042
1152.026367	-76.573273
1157.409668	-75.667206
1162.792969	-74.195694
1168.176270	-73.673073
1173.559570	-73.640648
1178.942871	-74.677658
1184.326172	-75.521751
1189.709473	-76.546005
1195.092773	-78.159431
1200.476074	-78.892441
1205.859375	-78.489319
1211.242676	-77.705833
1216.625977	-77.465134
1222.009277	-77.127632
1227.392578	-79.116074
1232.775879	-80.529320
1238.159180	-80.352859
1243.542480	-80.423378
1248.925781	-79.714584
1254.309082	-79.859566
1259.692383	-80.869850
1265.075684	-80.007919
1270.458984	-78.742615
1275.842285	-77.372208
1281.225586	-74.994690
1286.608887	-75.105873
1291.992188	-76.010918
1297.375488	-75.562920
1302.758789	-76.085381
1308.142090	-76.541389
1313.525391	-77.380554
1318.908691	-78.426361
1324.291992	-78.644524
1329.675293	-78.487801
1335.058594	-78.052307
1340.441895	-78.245506
1345.825195	-78.058754
1351.208496	-78.347984
1356.591797	-78.998962
1361.975098	-79.417099
1367.358398	-79.776695
1372.741699	-80.188118
1378.125000	-80.920319
1383.508301	-81.421616
1388.891602	-81.178123
1394.274902	-80.559845
1399.658203	-79.775299
1405.041504	-79.418228
1410.424805	-78.524940
1415.808105	-77.714676
1421.191406	-76.950546
1426.574707	-76.327194
1431.958008	-75.828979
1437.341309	-75.609482
1442.724609	-76.153687
1448.107910	-76.777428
1453.491211	-76.536491
1458.874512	-76.535042
1464.257812	-75.758499
1469.641113	-75.988701
1475.024414	-77.174271
1480.407715	-78.792725
1485.791016	-78.525063
1491.174316	-79.043739
1496.557617	-78.628777
1501.940918	-78.967476
1507.324219	-79.363144
1512.707520	-79.157158
1518.090820	-79.198418
1523.474121	-79.058609
1528.857422	-79.021111
1534.240723	-78.171028
1539.624023	-76.964836
1545.007324	-76.479958
1550.390625	-76.261986
1555.773926	-75.818611
1561.157227	-75.009430
1566.540527	-76.703163
1571.923828	-77.698318
1577.307129	-77.742661
1582.690430	-77.811905
1588.073730	-78.193283
1593.457031	-78.036034
1598.840332	-77.689674
1604.223633	-78.765602
1609.606934	-79.271400
1614.990234	-79.127708
1620.373535	-78.649544
1625.756836	-77.156532
1631.140137	-77.773216
1636.523438	-77.805336
1641.906738	-77.128281
1647.290039	-76.462067
1652.673340	-75.671661
1658.056641	-75.593666
1663.439941	-75.597153
1668.823242	-74.942192
1674.206543	-74.972839
1679.589844	-74.259087
1684.973145	-74.004570
1690.356445	-73.413414
1695.739746	-73.581268
1701.123047	-74.499779
1706.506348	-74.932404
1711.889648	-75.786240
1717.272949	-75.837799
1722.656250	-75.681297
1728.039551	-77.500664
1733.422852	-79.592735
1738.806152	-80.757393
1744.189453	-80.855118
1749.572754	-80.440613
1754.956055	-80.456825
1760.339355	-81.016716
1765.722656	-81.253441
1771.105957	-80.950668
1776.489258	-80.103477
1781.872559	-80.584602
1787.255859	-82.063873
1792.639160	-82.304207
1798.022461	-81.883141
1803.405762	-81.779617
1808.789062	-82.384857
1814.172363	-83.949554
1819.555664	-84.196007
1824.938965	-85.411186
1830.322266	-84.491165
1835.705566	-84.196953
1841.088867	-84.529266
1846.472168	-84.006752
1851.855469	-83.492340
1857.238770	-83.165413
1862.622070	-82.073471
1868.005371	-81.246132
1873.388672	-80.927902
1878.771973	-81.378914
1884.155273	-81.650108
1889.538574	-81.532852
1894.921875	-81.655067
1900.305176	-82.252556
1905.688477	-82.187065
1911.071777	-82.960617
1916.455078	-84.028648
1921.838379	-84.516975
1927.221680	-85.204056
1932.604980	-85.380150
1937.988281	-84.962029
1943.371582	-84.576736
1948.754883	-84.229225
1954.138184	-83.715775
1959.521484	-84.685631
1964.904785	-84.636078
1970.288086	-84.806450
1975.671387	-84.493019
1981.054688	-84.525726
1986.437988	-84.863190
1991.821289	-85.244682
1997.204590	-84.805023
2002.587891	-84.073219
2007.971191	-83.089340
2013.354492	-82.163475
2018.737793	-81.853706
2024.121094	-81.550842
2029.504395	-79.976105
2034.887695	-79.182396
2040.270996	-82.313370
2045.654297	-83.289604
2051.037598	-83.598862
2056.420898	-83.549850
2061.804199	-83.370033
2067.187500	-82.584351
2072.570801	-82.180984
2077.954102	-82.311996
2083.337402	-82.541489
2088.720703	-81.964859
2094.104004	-82.463379
2099.487305	-82.657219
2104.870605	-82.724892
2110.253906	-82.196358
2115.637207	-81.821190
2121.020508	-82.064873
2126.403809	-81.698875
2131.787109	-81.322159
2137.170410	-80.632912
2142.553711	-81.587654
2147.937012	-81.454277
2153.320312	-81.600975
2158.703613	-81.765350
2164.086914	-81.744568
2169.470215	-81.958214
2174.853516	-82.529762
2180.236816	-83.081268
2185.620117	-83.162430
2191.003418	-82.268410
2196.386719	-81.457016
2201.770020	-80.661118
2207.153320	-80.085876
2212.536621	-79.841377
2217.919922	-80.004700
2223.303223	-80.654579
2228.686523	-80.936089
2234.069824	-81.499138
2239.453125	-81.882996
2244.836426	-83.126602
2250.219727	-84.510445
2255.603027	-85.349342
2260.986328	-85.969841
2266.369629	-86.451736
2271.752930	-86.376122
2277.136230	-86.538567
2282.519531	-87.103760
2287.902832	-87.490273
2293.286133	-87.325027
2298.669434	-87.115799
2304.052734	-86.643707
2309.436035	-85.972313
2314.819336	-85.670273
2320.202637	-86.409248
2325.585938	-86.862663
2330.969238	-87.423279
2336.352539	-86.769775
2341.735840	-86.241692
2347.119141	-85.943466
2352.502441	-86.530342
2357.885742	-85.336800
2363.269043	-84.679817
2368.652344	-84.634514
2374.035645	-85.274178
2379.418945	-85.385765
2384.802246	-85.107101
2390.185547	-85.305023
2395.568848	-85.954170
2400.952148	-85.794838
2406.335449	-86.451546
2411.718750	-86.586533
2417.102051	-87.351501
2422.485352	-87.182739
2427.868652	-87.568184
2433.251953	-87.486053
2438.635254	-84.428192
2444.018555	-86.944420
2449.401855	-89.820969
2454.785156	-89.473389
2460.168457	-89.137985
2465.551758	-88.070686
2470.935059	-87.864319
2476.318359	-88.338799
2481.701660	-88.031334
