Frequency (Hz)	Level (dB)
5.383301	-70.193596
10.766602	-70.361603
16.149902	-62.930504
21.533203	-51.243874
26.916504	-52.451736
32.299805	-52.812943
37.683105	-48.493286
43.066406	-44.684681
48.449707	-42.598118
53.833008	-41.482841
59.216309	-40.980801
64.599609	-40.671326
69.982910	-41.140991
75.366211	-42.046597
80.749512	-43.673878
86.132812	-43.704002
91.516113	-44.208076
96.899414	-43.925434
102.282715	-43.216824
107.666016	-43.022797
113.049316	-43.179508
118.432617	-44.137184
123.815918	-45.287762
129.199219	-46.013424
134.582520	-46.357738
139.965820	-46.652733
145.349121	-46.809017
150.732422	-47.513268
156.115723	-48.454197
161.499023	-48.557274
166.882324	-48.778580
172.265625	-48.573338
177.648926	-50.124416
183.032227	-52.191299
188.415527	-50.903980
193.798828	-51.157589
199.182129	-51.721802
204.565430	-53.006584
209.948730	-53.774914
215.332031	-53.290142
220.715332	-52.157703
226.098633	-51.281929
231.481934	-49.382561
236.865234	-48.120663
242.248535	-48.000469
247.631836	-46.843231
253.015137	-45.838634
258.398438	-46.128933
263.781738	-46.412895
269.165039	-47.031651
274.548340	-47.133053
279.931641	-47.988430
285.314941	-47.312988
290.698242	-46.846485
296.081543	-46.963257
301.464844	-47.325256
306.848145	-48.647049
312.231445	-49.281464
317.614746	-50.389519
322.998047	-51.382954
328.381348	-50.071251
333.764648	-48.620716
339.147949	-48.387146
344.531250	-48.627804
349.914551	-49.037354
355.297852	-49.528297
360.681152	-49.784328
366.064453	-50.384533
371.447754	-51.012039
376.831055	-52.124256
382.214355	-52.824730
387.597656	-53.561760
392.980957	-54.153297
398.364258	-54.786144
403.747559	-54.317616
409.130859	-53.565395
414.514160	-52.413437
419.897461	-52.513668
425.280762	-52.681305
430.664062	-53.105091
436.047363	-53.482182
441.430664	-53.916832
446.813965	-53.333355
452.197266	-53.919224
457.580566	-53.583950
462.963867	-53.019211
468.347168	-53.270237
473.730469	-53.542904
479.113770	-52.806492
484.497070	-54.456505
489.880371	-55.042240
495.263672	-54.248962
500.646973	-52.797688
506.030273	-52.415264
511.413574	-52.282360
516.796875	-51.561146
522.180176	-51.357746
527.563477	-51.200489
532.946777	-50.572216
538.330078	-50.627357
543.713379	-51.282707
549.096680	-52.130539
554.479980	-53.397358
559.863281	-54.776447
565.246582	-55.433064
570.629883	-55.173409
576.013184	-54.333832
581.396484	-53.225403
586.779785	-52.752674
592.163086	-52.930027
597.546387	-52.896412
602.929688	-53.017830
608.312988	-52.686989
613.696289	-52.713467
619.079590	-53.188858
624.462891	-52.992767
629.846191	-52.533005
635.229492	-52.812950
640.612793	-54.029472
645.996094	-55.527225
651.379395	-56.364712
656.762695	-57.551216
662.145996	-56.943611
667.529297	-56.248188
672.912598	-55.135525
678.295898	-54.401012
683.679199	-54.968952
689.062500	-55.352837
694.445801	-56.326836
699.829102	-57.194321
705.212402	-57.502323
710.595703	-57.891212
715.979004	-57.473454
721.362305	-56.777088
726.745605	-56.819530
732.128906	-56.674641
737.512207	-57.038986
742.895508	-57.787537
748.278809	-58.380802
753.662109	-59.375046
759.045410	-59.845798
764.428711	-59.565235
769.812012	-59.045158
775.195312	-59.071972
780.578613	-57.981407
785.961914	-56.754055
791.345215	-55.907436
796.728516	-54.683441
