Frequency (Hz)	Level (dB)
5.383301	-78.403702
10.766602	-77.494606
16.149902	-64.768799
21.533203	-51.706039
26.916504	-53.437603
32.299805	-58.658916
37.683105	-54.983597
43.066406	-52.461502
48.449707	-51.446880
53.833008	-52.782703
59.216309	-52.401184
64.599609	-52.040329
69.982910	-52.064713
75.366211	-53.017811
80.749512	-53.777431
86.132812	-54.977524
91.516113	-54.964092
96.899414	-54.810894
102.282715	-54.185387
107.666016	-54.309902
113.049316	-53.716610
118.432617	-54.131210
123.815918	-57.752163
129.199219	-59.186573
134.582520	-59.234394
139.965820	-59.013977
145.349121	-58.568855
150.732422	-56.734055
156.115723	-58.231617
161.499023	-58.504967
166.882324	-59.067841
172.265625	-60.655838
177.648926	-61.764969
183.032227	-60.703598
188.415527	-58.452305
193.798828	-60.802723
199.182129	-62.348156
204.565430	-63.651176
209.948730	-63.598400
215.332031	-62.558167
220.715332	-61.687656
226.098633	-60.489948
231.481934	-58.931705
236.865234	-57.477551
242.248535	-57.085812
247.631836	-56.644981
253.015137	-56.607578
258.398438	-56.506462
263.781738	-56.566677
269.165039	-56.954235
274.548340	-56.262680
279.931641	-56.481464
285.314941	-57.384426
290.698242	-57.102684
296.081543	-57.390160
301.464844	-57.208561
306.848145	-57.854599
312.231445	-59.197281
317.614746	-60.121151
322.998047	-60.281208
328.381348	-60.392601
333.764648	-59.717213
339.147949	-59.050621
344.531250	-58.484001
349.914551	-58.453060
355.297852	-59.124741
360.681152	-59.378960
366.064453	-59.782108
371.447754	-60.239258
376.831055	-61.045238
382.214355	-61.491928
387.597656	-62.413277
392.980957	-63.519588
398.364258	-64.558739
403.747559	-64.441711
409.130859	-63.688423
414.514160	-63.295753
419.897461	-63.244114
425.280762	-63.961994
430.664062	-64.391541
436.047363	-65.005814
441.430664	-65.049591
446.813965	-64.840073
452.197266	-64.935654
457.580566	-65.032234
462.963867	-64.005005
468.347168	-63.501122
473.730469	-63.758808
479.113770	-64.483139
484.497070	-64.429352
489.880371	-65.128731
495.263672	-64.385345
500.646973	-64.199829
506.030273	-63.718071
511.413574	-62.356281
516.796875	-61.554951
522.180176	-61.543091
527.563477	-60.994091
532.946777	-61.181053
538.330078	-61.380764
543.713379	-61.821808
549.096680	-62.106274
554.479980	-63.476608
559.863281	-65.045601
565.246582	-65.891579
570.629883	-65.486229
576.013184	-64.424980
581.396484	-64.075729
586.779785	-63.228821
592.163086	-63.369102
597.546387	-63.988613
602.929688	-64.521233
608.312988	-64.611961
613.696289	-64.524902
619.079590	-64.543465
624.462891	-64.263039
629.846191	-64.123184
635.229492	-64.020752
640.612793	-64.177811
645.996094	-64.801559
651.379395	-65.675499
656.762695	-66.469261
662.145996	-67.148117
667.529297	-66.934311
672.912598	-66.883896
678.295898	-67.627159
683.679199	-67.764252
689.062500	-67.663239
694.445801	-68.302040
699.829102	-68.027359
705.212402	-67.798622
710.595703	-67.989662
715.979004	-67.803970
721.362305	-67.520401
726.745605	-67.720215
732.128906	-67.640274
737.512207	-67.884827
742.895508	-68.501503
748.278809	-69.365067
753.662109	-69.628738
759.045410	-70.290237
764.428711	-70.987923
769.812012	-71.390495
775.195312	-70.711723
780.578613	-69.181107
785.961914	-68.454437
791.345215	-67.766808
796.728516	-66.946625
802.111816	-65.314598
807.495117	-64.095619
812.878418	-63.545021
818.261719	-63.449718
823.645020	-63.007565
829.028320	-63.195747
834.411621	-63.088375
839.794922	-63.700871
845.178223	-64.643143
850.561523	-65.749817
855.944824	-67.573029
861.328125	-69.566254
866.711426	-71.595978
872.094727	-73.298256
877.478027	-72.742577
882.861328	-71.632576
888.244629	-70.618576
893.627930	-70.074165
899.011230	-70.057877
904.394531	-69.574890
909.777832	-69.002190
915.161133	-68.731079
920.544434	-68.119576
925.927734	-68.254272
931.311035	-68.385811
936.694336	-68.289055
942.077637	-68.358780
947.460938	-67.964668
952.844238	-66.715637
958.227539	-66.331894
963.610840	-66.426956
968.994141	-66.217010
974.377441	-65.768501
979.760742	-65.250397
985.144043	-65.886024
990.527344	-66.374352
995.910645	-66.384102
1001.293945	-67.192627
1006.677246	-68.373383
1012.060547	-69.127472
1017.443848	-69.860062
1022.827148	-70.823120
1028.210449	-70.978790
1033.593750	-71.643753
1038.977051	-71.561386
1044.360352	-72.082825
1049.743652	-72.106651
1055.126953	-72.033974
1060.510254	-72.815804
1065.893555	-73.590355
1071.276855	-73.098572
1076.660156	-73.437279
1082.043457	-73.202591
1087.426758	-72.554230
1092.810059	-71.086426
1098.193359	-70.726334
1103.576660	-70.389809
1108.959961	-70.370537
1114.343262	-70.452843
1119.726562	-70.392029
1125.109863	-67.976273
1130.493164	-70.165878
1135.876465	-71.750687
1141.259766	-71.466438
1146.643066	-71.689423
1152.026367	-71.720062
1157.409668	-71.814781
1162.792969	-71.944862
1168.176270	-72.708344
1173.559570	-73.479950
1178.942871	-73.734489
1184.326172	-73.674347
1189.709473	-73.456062
1195.092773	-74.110893
1200.476074	-75.545097
1205.859375	-75.952736
1211.242676	-77.102676
1216.625977	-78.018005
1222.009277	-78.198471
1227.392578	-78.446609
1232.775879	-78.219986
1238.159180	-78.743484
1243.542480	-79.063416
1248.925781	-79.722809
1254.309082	-78.284866
1259.692383	-76.935287
1265.075684	-76.180878
1270.458984	-75.253700
1275.842285	-74.668449
1281.225586	-74.771477
1286.608887	-74.946114
1291.992188	-74.439659
1297.375488	-74.109932
1302.758789	-74.531479
1308.142090	-74.001823
1313.525391	-73.340340
1318.908691	-72.905975
1324.291992	-73.060791
1329.675293	-72.901428
1335.058594	-73.189522
1340.441895	-73.518311
1345.825195	-73.522560
1351.208496	-73.922722
1356.591797	-74.839027
1361.975098	-74.665298
1367.358398	-74.763741
1372.741699	-74.994934
1378.125000	-75.021049
1383.508301	-75.257652
1388.891602	-75.906601
1394.274902	-76.672028
1399.658203	-76.434540
1405.041504	-76.034828
1410.424805	-75.824905
1415.808105	-75.366508
1421.191406	-75.218979
1426.574707	-74.308342
1431.958008	-74.353386
1437.341309	-76.027603
1442.724609	-76.863083
1448.107910	-77.182800
1453.491211	-76.051872
1458.874512	-75.092781
1464.257812	-73.910751
1469.641113	-73.712715
1475.024414	-74.113396
1480.407715	-74.285896
1485.791016	-74.657944
1491.174316	-74.751572
1496.557617	-75.333923
1501.940918	-75.043343
1507.324219	-74.650543
1512.707520	-74.422607
1518.090820	-74.591507
1523.474121	-75.282974
1528.857422	-75.952637
1534.240723	-77.202599
1539.624023	-77.674889
1545.007324	-77.278664
1550.390625	-76.245247
1555.773926	-76.038452
1561.157227	-75.976692
1566.540527	-75.616112
1571.923828	-76.221848
1577.307129	-77.171158
1582.690430	-76.991875
1588.073730	-76.656754
1593.457031	-75.908493
1598.840332	-75.147842
1604.223633	-76.141190
1609.606934	-76.977928
1614.990234	-78.915794
1620.373535	-79.799469
1625.756836	-79.515999
1631.140137	-79.562889
1636.523438	-79.826675
1641.906738	-79.491959
1647.290039	-78.756569
1652.673340	-79.583588
1658.056641	-79.797119
1663.439941	-79.589653
1668.823242	-79.239098
1674.206543	-79.022339
1679.589844	-78.643356
1684.973145	-78.150749
1690.356445	-77.634575
1695.739746	-77.891800
1701.123047	-77.684364
1706.506348	-77.544609
1711.889648	-77.013885
1717.272949	-76.906181
1722.656250	-77.077438
1728.039551	-77.175392
1733.422852	-77.973625
1738.806152	-78.950272
1744.189453	-79.826698
1749.572754	-80.595650
1754.956055	-81.283867
1760.339355	-81.616249
1765.722656	-81.434044
1771.105957	-81.776802
1776.489258	-82.086861
1781.872559	-82.561890
1787.255859	-82.831131
1792.639160	-83.226120
1798.022461	-82.163506
1803.405762	-81.683670
1808.789062	-81.581833
1814.172363	-80.642151
1819.555664	-80.944176
